run_id,gpu_index,row_id,kind,variant,value,unit,cv_pct,n_reps,n_rejected,bench_src,git_sha,notes,rep_values
20260610T023316-39905,1,x.nvlink.msg.oneway,time_us,512b_gpu1to0,1.24708,us,0.031,10,0,bench/x/peer.cu,f0869ee,store burst + threadfence_system; one warp,1.24714;1.24726;1.24614;1.24685;1.24767;1.24693;1.24709;1.24722;1.24703;1.24707
20260610T023316-39905,1,x.nvlink.msg.oneway,time_us,4096b_gpu1to0,1.32046,us,0.048,10,0,bench/x/peer.cu,f0869ee,store burst + threadfence_system; one warp,1.32114;1.32093;1.32051;1.32042;1.3212;1.31989;1.32042;1.31987;1.31936;1.32115
20260610T023316-39905,1,x.nvlink.msg.oneway,time_us,20480b_gpu1to0,1.75514,us,0.010,10,0,bench/x/peer.cu,f0869ee,store burst + threadfence_system; one warp,1.75529;1.75513;1.75555;1.7554;1.7551;1.75492;1.75511;1.75514;1.75533;1.75513
20260610T023517-40132,0,x.nvlink.fence_roundtrip,time_us,0b,3.94341,us,0.584,10,0,bench/x/fence.cu,0579c08,store+fence+flag / spin+ack between resident kernels; litmus-checked,3.94247;3.9056;3.93256;3.94932;3.94792;3.9437;3.88019;3.94532;3.94967;3.94311
20260610T023517-40132,0,x.nvlink.fence_roundtrip,time_us,20480b,7.93935,us,0.082,10,0,bench/x/fence.cu,0579c08,store+fence+flag / spin+ack between resident kernels; litmus-checked,7.94752;7.9387;7.94445;7.93908;7.93963;7.95011;7.94585;7.92836;7.93442;7.93858
20260610T023517-40132,0,x.nvlink.fence_roundtrip.composed,na,gate,-15.2002,pct_err,0.000,2,0,bench/x/fence.cu,0579c08,composed gate: pred 3.34/3.79 us vs meas 3.94/7.94 us; err -15.2%/-52.2% vs +-25% a-priori tolerance -> FAIL,-15.2002;-52.2485
20260610T023517-40132,0,x.nvlink.peer_atom.add.lat,latency_ns,gpu0to1,541.495,ns,0.018,10,0,bench/x/fence.cu,0579c08,per-lane dependent atomicAdd chains on peer lines,541.53;541.493;541.507;541.497;541.525;541.275;541.289;541.434;541.556;541.413
20260610T023517-40132,0,x.nvlink.contention.local_vs_peer,bandwidth,defined_op_point,516.604,GB/s,0.917,10,0,bench/x/fence.cu,0579c08,local DRAM read while the peer streams inbound NVLink writes; compare mem.dram.bw read 608 GB/s unloaded,524.795;514.976;517.094;516.734;514.912;516.474;512.403;524.468;509.73;518.695
20260610T023612-40206,0,x.nvlink.fence_roundtrip,time_us,0b,3.9023,us,0.841,10,0,bench/x/fence.cu,0579c08,store+fence+flag / spin+ack between resident kernels; litmus-checked,3.93439;3.90183;3.85077;3.88295;3.90277;3.92868;3.85993;3.94036;3.90077;3.94438
20260610T023612-40206,0,x.nvlink.fence_roundtrip,time_us,4096b,4.91537,us,0.132,10,0,bench/x/fence.cu,0579c08,store+fence+flag / spin+ack between resident kernels; litmus-checked,4.91232;4.91743;4.91815;4.91059;4.91107;4.92976;4.9174;4.91333;4.9237;4.90902
